,Year,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,OeFG%,OTOV%,ORB%,OFT/FGA,DeFG%,DTOV%,DRB%,DFT/FGA,Team,Result,NUM_TEAMS,G,WIN_PCT
0,,0.5294117647058809,0.5666666666666664,0.7708333333333329,0.3103448275862072,0.557142857142857,0.582089552238806,0.36507936507936595,0.5145631067961164,0.6037735849056601,0.45348837209302384,0.34210526315789486,0.45161290322580633,0.4596774193548387,0.7368421052631579,0.3516483516483517,0.6129032258064516,0.6129032258064517,0.6562499999999997,0.6749999999999999,1.0,1.0,0.6712328767123288,0.29310344827586254,0.27906976744186046,0.7209302325581395,0.19047619047619047,0.8095238095238095,0.19426406926406928,0.5032258064516129,0.19104991394148027,0.31578947368420984,0.7016129032258072,0.22162162162162166,1.0,0.3603603603603604,0.5021459227467808,0.38805970149253793,0.4266666666666673,1.0,0.7361111111111109,0.2666666666666666,0.6229508196721323,0.5294117647058825,0.5000000000000009,1.0,Atlanta Hawks,,30,82,0.35365853658536583
1,,0.26470588235293624,0.6833333333333336,0.6354166666666664,0.551724137931035,0.4999999999999999,0.4577114427860697,0.5714285714285714,0.6213592233009709,0.660377358490566,0.5581395348837217,0.07894736842105257,0.03225806451612911,0.8629032258064516,0.2631578947368422,0.37362637362637396,0.4408602150537634,0.6666666666666667,0.7812499999999998,0.725,0.14285714285714307,0.41818181818181765,0.6095890410958911,0.3965517241379311,0.7441860465116279,0.2558139534883721,0.7857142857142857,0.21428571428571427,0.7602813852813854,0.18064516129032254,0.7624784853700517,0.675438596491228,0.20967741935483838,0.772972972972973,0.4109589041095884,0.0,0.40772532188841193,0.5671641791044786,0.5866666666666676,0.176470588235294,0.3055555555555558,0.05555555555555561,0.18032786885245936,0.7058823529411765,0.5769230769230771,0.48000000000000015,Boston Celtics*,,30,82,0.5975609756097561
2,,1.0,0.38333333333333286,0.5520833333333334,0.2758620689655175,0.5285714285714286,0.5422885572139305,0.38095238095238093,0.42718446601941745,0.5471698113207547,0.39534883720930286,0.5263157894736841,0.6774193548387097,0.4032258064516129,0.5789473684210527,0.47252747252747274,0.6666666666666666,0.39784946236559143,0.15624999999999994,0.42499999999999993,0.6122448979591836,0.6181818181818179,0.6027397260273973,0.3448275862068965,0.5813953488372093,0.4186046511627907,0.5238095238095238,0.47619047619047616,0.5178571428571429,0.3161290322580645,0.5157773952954676,0.456140350877193,0.36290322580645185,0.5351351351351351,0.5753424657534242,0.6216216216216214,0.5021459227467808,0.40298507462686634,0.4000000000000006,0.6176470588235292,0.6111111111111112,0.4777777777777779,0.14754098360655765,0.176470588235294,0.5000000000000009,0.37333333333333335,Brooklyn Nets*,,30,82,0.5121951219512195
3,,0.4411764705882382,0.36666666666666714,0.5624999999999994,0.2586206896551717,0.4,0.4278606965174129,0.3492063492063501,0.5048543689320389,0.6509433962264148,0.3255813953488376,0.4473684210526313,0.4193548387096776,0.8225806451612904,0.2894736842105263,0.28571428571428553,0.36559139784946204,0.3333333333333332,0.34375000000000006,0.6250000000000001,0.020408163265306048,0.14545454545454495,0.4931506849315072,0.5517241379310349,0.5116279069767442,0.4883720930232558,0.4523809523809524,0.5476190476190477,0.4604978354978356,0.38709677419354843,0.4629948364888124,0.6052631578947371,0.588709677419355,0.4756756756756757,0.28767123287671303,0.3783783783783784,0.394849785407725,0.3731343283582079,0.32000000000000045,0.0,0.3194444444444444,0.41111111111111087,0.5737704918032779,0.32352941176470573,0.5897435897435892,0.22666666666666654,Charlotte Hornets,,30,82,0.47560975609756095
4,,0.7058823529411745,0.29999999999999954,0.36458333333333354,0.3448275862068959,0.0,0.029850746268656615,0.3492063492063501,0.7378640776699029,0.9433962264150942,0.19767441860465143,0.15789473684210514,0.16129032258064516,0.7096774193548379,0.0,0.3076923076923078,0.26881720430107514,0.19354838709677394,0.4062500000000001,0.475,0.4081632653061224,0.39999999999999986,0.09589041095890453,0.1034482758620692,0.11627906976744186,0.8837209302325582,0.047619047619047616,0.9523809523809523,0.0649350649350649,0.5935483870967743,0.061388410786001164,0.02631578947368395,0.6451612903225811,0.08108108108108109,0.3287671232876715,0.18018018018018006,0.03862660944205988,0.1791044776119406,0.2000000000000003,0.529411764705882,0.0,0.17777777777777765,0.6229508196721323,0.26470588235294124,0.6153846153846152,0.3466666666666667,Chicago Bulls,,30,82,0.2682926829268293
5,,0.17647058823529363,0.14999999999999977,0.33333333333333237,0.1896551724137933,0.17142857142857154,0.18905472636815926,0.4126984126984127,0.5339805825242719,0.7783018867924527,0.1046511627906978,0.18421052631578924,0.16129032258064516,0.782258064516129,0.4999999999999998,0.06593406593406571,0.24731182795698958,0.06451612903225785,0.12500000000000006,0.0,0.28571428571428575,0.3454545454545452,0.06849315068493153,0.31034482758620696,0.046511627906976744,0.9534883720930233,0.0,1.0,0.0,0.6709677419354839,0.0,0.280701754385965,1.0,0.0,0.0,0.18918918918918934,0.1974248927038626,0.16417910447761222,0.1733333333333336,0.38235294117647023,0.5972222222222221,0.211111111111111,1.0,0.14705882352941174,0.5769230769230771,0.25333333333333363,Cleveland Cavaliers,,30,82,0.23170731707317074
6,,0.26470588235293624,0.13333333333333286,0.2604166666666668,0.24137931034482782,0.48571428571428565,0.5621890547263683,0.17460317460317548,0.31067961165048547,0.38679245283018876,0.5232558139534891,0.5,0.6559139784946237,0.3790322580645161,0.3421052631578946,0.4285714285714289,0.5268817204301072,0.35483870967741915,0.12500000000000006,0.475,0.4285714285714285,0.36363636363636365,0.36986301369863067,0.6034482758620688,0.37209302325581395,0.627906976744186,0.4523809523809524,0.5476190476190477,0.45075757575757586,0.8,0.4888123924268503,0.42982456140350905,0.4435483870967745,0.46486486486486484,0.3287671232876715,0.6846846846846849,0.5836909871244635,0.38805970149253793,0.3866666666666672,0.529411764705882,0.45833333333333326,0.5333333333333335,0.31147540983606614,0.176470588235294,0.6410256410256413,0.3866666666666667,Dallas Mavericks,,30,82,0.4024390243902439
7,,0.08823529411764264,0.6499999999999998,0.583333333333333,0.5689655172413799,0.2714285714285714,0.30348258706467657,0.3492063492063501,0.7572815533980581,0.7877358490566038,0.5581395348837217,0.10526315789473692,0.1827956989247311,0.4838709677419355,0.8157894736842106,0.3516483516483517,0.6451612903225803,0.7849462365591398,0.5,0.5000000000000001,0.2653061224489797,0.3454545454545452,0.4931506849315072,0.2586206896551724,0.8604651162790697,0.13953488372093023,0.7619047619047619,0.23809523809523808,0.7337662337662338,0.6838709677419356,0.779116465863454,0.745614035087719,0.298387096774194,0.7567567567567568,0.15068493150685025,0.153153153153153,0.26609442060085814,0.4328358208955215,0.49333333333333407,0.2941176470588235,1.0,0.07777777777777754,0.2950819672131153,0.3823529411764708,0.7051282051282054,0.4266666666666664,Denver Nuggets*,,30,82,0.6585365853658537
8,,0.5294117647058809,0.13333333333333286,0.40624999999999933,0.12068965517241391,0.42857142857142844,0.47263681592039786,0.30158730158730157,0.349514563106796,0.5424528301886792,0.24418604651162823,0.3026315789473685,0.4193548387096776,0.41935483870967744,0.6842105263157896,0.2527472527472529,0.49462365591397844,0.2580645161290322,0.2500000000000001,0.4,0.3469387755102043,0.7272727272727273,0.23972602739726037,0.6034482758620688,0.5581395348837209,0.4418604651162791,0.5,0.5,0.5070346320346321,0.3290322580645162,0.506597819850832,0.39473684210526294,0.32258064516129054,0.5243243243243244,0.10958904109589179,0.4234234234234235,0.46351931330472074,0.22388059701492574,0.2533333333333337,0.411764705882353,0.75,0.3,0.37704918032786955,0.5294117647058825,0.7948717948717955,0.6533333333333337,Detroit Pistons*,,30,82,0.5
9,,0.35294117647058726,1.0,0.5624999999999994,1.0,0.6,0.45273631840796014,0.8888888888888888,0.7475728155339807,0.6273584905660375,0.9069767441860477,0.17105263157894743,0.12903225806451604,0.8548387096774185,0.23684210526315758,0.5714285714285715,0.6236559139784948,1.0,0.46874999999999983,1.0,0.44897959183673486,0.5999999999999995,0.972602739726028,0.8620689655172413,0.9302325581395349,0.06976744186046512,0.8809523809523809,0.11904761904761904,0.8695887445887448,0.5032258064516129,0.9070567986230638,1.0,0.3467741935483871,0.8810810810810811,0.5890410958904116,0.10810810810810793,0.42060085836909866,1.0,1.0,0.4999999999999997,0.4305555555555556,0.1555555555555554,0.08196721311475424,0.20588235294117624,0.5897435897435892,0.5733333333333333,Golden State Warriors*,,30,82,0.6951219512195121
10,,0.4411764705882382,0.20000000000000048,0.31250000000000017,0.2758620689655175,1.0,1.0,0.42857142857142944,0.0,0.0,0.8372093023255824,0.5657894736842105,0.5591397849462364,0.7741935483870959,0.36842105263157865,0.06593406593406571,0.1827956989247314,0.11827956989247293,0.7499999999999999,0.6250000000000001,0.24489795918367366,0.7090909090909089,0.7123287671232883,1.0,0.8372093023255814,0.16279069767441862,0.8095238095238095,0.19047619047619047,0.7781385281385282,0.6516129032258066,0.8232931726907632,0.9649122807017539,0.4435483870967745,0.7945945945945946,0.17808219178082318,0.5765765765765762,1.0,0.7761194029850742,0.6933333333333344,0.32352941176470573,0.4722222222222223,0.5888888888888888,0.3606557377049187,0.7058823529411765,0.24358974358974442,0.64,Houston Rockets*,,30,82,0.6463414634146342
11,,0.0,0.5499999999999995,0.2708333333333329,0.7241379310344825,0.057142857142857176,0.004975124378109347,0.7142857142857143,0.8446601941747575,0.9245283018867924,0.44186046511627963,0.10526315789473692,0.2043010752688174,0.4596774193548387,0.1315789473684211,0.263736263736264,0.2795698924731183,0.6344086021505376,0.8124999999999997,0.6250000000000001,0.3265306122448979,0.23636363636363586,0.3082191780821919,0.6206896551724139,0.7209302325581395,0.27906976744186046,0.7380952380952381,0.2619047619047619,0.7002164502164503,0.16129032258064518,0.6970740103270224,0.47368421052631604,0.10483870967741919,0.7189189189189189,0.2054794520547942,0.24324324324324317,0.025751072961373175,0.47761194029850823,0.5333333333333341,0.4411764705882352,0.3472222222222221,0.1555555555555554,0.21311475409836103,0.9117647058823527,0.4743589743589749,0.2933333333333333,Indiana Pacers*,,30,82,0.5853658536585366
12,,0.4411764705882382,0.5499999999999995,0.32291666666666624,0.6551724137931041,0.1285714285714286,0.024875621890547265,0.9365079365079356,0.7961165048543691,0.9292452830188679,0.3255813953488376,1.0,1.0,0.782258064516129,0.23684210526315758,0.49450549450549425,0.5483870967741934,0.4193548387096774,0.21874999999999997,0.5750000000000001,0.489795918367347,0.9454545454545453,0.7945205479452054,0.6551724137931035,0.7209302325581395,0.27906976744186046,0.5714285714285714,0.42857142857142855,0.5660173160173161,0.6774193548387097,0.6012621916236375,0.692982456140351,0.5080645161290324,0.5837837837837838,0.6986301369863015,1.0,0.03862660944205988,0.6865671641791039,0.5200000000000008,0.529411764705882,0.36111111111111116,1.0,0.18032786885245936,0.11764705882352951,0.4487179487179489,0.8266666666666664,Los Angeles Clippers*,,30,82,0.5853658536585366
13,,0.26470588235293624,0.7666666666666669,0.6458333333333325,0.6379310344827582,0.17142857142857154,0.2835820895522388,0.06349206349206349,0.8834951456310683,0.830188679245283,0.7209302325581405,0.17105263157894743,0.44086021505376355,0.032258064516129926,0.36842105263157865,0.5604395604395603,0.6666666666666666,0.5913978494623657,0.43749999999999994,0.7500000000000001,0.7346938775510203,0.47272727272727233,0.5684931506849316,0.48275862068965525,0.46511627906976744,0.5348837209302325,0.42857142857142855,0.5714285714285714,0.426948051948052,0.7806451612903227,0.4624211130235227,0.28947368421052594,0.3467741935483871,0.4432432432432433,0.9041095890410956,0.3783783783783784,0.24034334763948498,0.3731343283582079,0.49333333333333407,0.7352941176470588,0.38888888888888884,0.13333333333333314,0.21311475409836103,0.352941176470588,0.5000000000000009,0.4000000000000001,Los Angeles Lakers,,30,82,0.45121951219512196
14,,0.6176470588235319,0.0,0.0,0.2931034482758624,0.11428571428571435,0.1791044776119402,0.20634920634920723,0.4854368932038836,0.6415094339622641,0.3023255813953492,0.35526315789473667,0.40860215053763443,0.6209677419354839,0.0,0.1868131868131868,0.15053763440860193,0.4086021505376342,0.6875000000000001,0.775,0.38775510204081637,0.7090909090909089,0.0,0.7413793103448276,0.37209302325581395,0.627906976744186,0.35714285714285715,0.6428571428571429,0.3793290043290044,0.8580645161290325,0.41939185312679295,0.1403508771929819,0.29032258064516103,0.3891891891891892,0.0,0.5135135135135136,0.24034334763948498,0.2835820895522376,0.24000000000000035,0.588235294117647,0.0833333333333335,0.4666666666666665,0.2950819672131153,0.8529411764705882,0.6538461538461534,0.9333333333333332,Memphis Grizzlies,,30,82,0.4024390243902439
15,,0.08823529411764264,0.2666666666666669,0.3749999999999996,0.2931034482758624,0.31428571428571433,0.3532338308457711,0.31746031746031744,0.5048543689320389,0.6415094339622641,0.34883720930232603,0.013157894736842056,0.26881720430107525,0.0,0.6315789473684209,0.41758241758241776,0.6344086021505372,0.4516129032258065,0.46874999999999983,0.775,0.5306122448979591,0.5090909090909086,0.15068493150684956,0.6206896551724139,0.5116279069767442,0.4883720930232558,0.5,0.5,0.5054112554112555,0.38709677419354843,0.512908777969019,0.24561403508771892,0.19354838709677363,0.518918918918919,0.21917808219178164,0.28828828828828823,0.35193133047210284,0.19402985074626897,0.3333333333333338,0.6470588235294115,0.75,0.044444444444444176,0.11475409836065595,0.4999999999999997,0.6538461538461534,0.5200000000000002,Miami Heat,,30,82,0.47560975609756095
16,,0.26470588235293624,0.8999999999999998,0.6979166666666659,0.7413793103448283,0.6285714285714284,0.6417910447761196,0.38095238095238093,0.6601941747572815,0.5141509433962262,1.0,0.3815789473684208,0.4301075268817204,0.6290322580645161,0.1315789473684211,1.0,1.0,0.6344086021505376,0.43749999999999994,0.8750000000000001,0.36734693877551033,0.2727272727272727,1.0,0.6034482758620688,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8157894736842098,0.0,1.0,0.9178082191780812,0.3603603603603604,0.5708154506437767,0.805970149253731,0.8000000000000012,0.32352941176470573,0.19444444444444467,0.3222222222222219,0.0,0.14705882352941174,1.0,0.0,Milwaukee Bucks*,,30,82,0.7317073170731707
17,,0.4411764705882382,0.6000000000000002,0.7187499999999996,0.39655172413793144,0.14285714285714282,0.16915422885572134,0.3492063492063501,0.8155339805825244,0.9669811320754715,0.290697674418605,0.5394736842105264,0.5483870967741936,0.7419354838709677,0.6578947368421054,0.24175824175824173,0.4731182795698921,0.4838709677419356,0.6875000000000001,0.65,0.2040816326530612,0.39999999999999986,0.6164383561643838,0.48275862068965525,0.4418604651162791,0.5581395348837209,0.42857142857142855,0.5714285714285714,0.4388528138528139,0.8387096774193549,0.4802065404475044,0.6052631578947371,0.6209677419354845,0.4540540540540541,0.49315068493150727,0.46846846846846857,0.1244635193133046,0.3432835820895528,0.2800000000000004,0.14705882352941174,0.7222222222222223,0.4666666666666665,0.5737704918032779,0.5588235294117647,0.30769230769230854,0.37333333333333335,Minnesota Timberwolves,,30,82,0.43902439024390244
18,,0.17647058823529363,0.9500000000000005,0.8125000000000002,0.6896551724137928,0.17142857142857154,0.22885572139303476,0.23809523809523808,1.0,0.962264150943396,0.6627906976744194,0.368421052631579,0.45161290322580633,0.5322580645161281,0.6052631578947367,0.5384615384615388,0.7419354838709672,0.7419354838709679,0.4062500000000001,0.7500000000000001,0.5510204081632655,0.5454545454545454,0.8150684931506856,0.3965517241379311,0.37209302325581395,0.627906976744186,0.4523809523809524,0.5476190476190477,0.4480519480519481,0.6774193548387097,0.4756167527251865,0.6052631578947371,0.5967741935483868,0.47027027027027035,0.9178082191780812,0.35135135135135137,0.16309012875536472,0.5074626865671633,0.5200000000000008,0.4999999999999997,0.6527777777777779,0.27777777777777773,0.47540983606557463,0.176470588235294,0.5512820512820511,0.41333333333333344,New Orleans Pelicans,,30,82,0.4024390243902439
19,,0.26470588235293624,0.033333333333333805,0.40624999999999933,0.0,0.1285714285714286,0.208955223880597,0.17460317460317548,0.4951456310679611,0.792452830188679,0.0,0.40789473684210537,0.5053763440860214,0.5161290322580645,0.4473684210526315,0.32967032967032933,0.4623655913978497,0.0,0.21874999999999997,0.6749999999999999,0.38775510204081637,0.5090909090909086,0.07534246575342429,0.0,0.0,1.0,0.0,1.0,0.02164502164502157,0.7096774193548389,0.026391279403327646,0.0,0.6854838709677424,0.037837837837837895,0.4109589041095884,0.4954954954954956,0.20600858369098685,0.0,0.0,0.4411764705882352,0.3750000000000002,0.41111111111111087,0.4918032786885237,0.20588235294117624,0.46153846153846095,0.5466666666666669,New York Knicks,,30,82,0.2073170731707317
20,,0.5294117647058809,0.7666666666666669,1.0,0.36206896551724077,0.32857142857142857,0.3631840796019901,0.30158730158730157,0.7961165048543691,0.9103773584905658,0.36046511627907024,0.368421052631579,0.6236559139784946,0.14516129032258066,1.0,0.46153846153846156,0.8279569892473118,0.35483870967741915,1.0,0.7000000000000001,0.38775510204081637,0.7818181818181813,0.7534246575342469,0.3965517241379311,0.7441860465116279,0.2558139534883721,0.7380952380952381,0.2619047619047619,0.7040043290043291,0.6258064516129033,0.7429718875502008,0.5087719298245609,0.14516129032258052,0.7135135135135134,0.8493150684931497,0.45945945945945954,0.26180257510729615,0.23880597014925412,0.32000000000000045,0.2352941176470585,0.9166666666666665,0.24444444444444435,0.327868852459017,1.0,0.7307692307692314,0.586666666666667,Oklahoma City Thunder*,,30,82,0.5975609756097561
21,,0.26470588235293624,0.39999999999999974,0.4895833333333324,0.36206896551724077,0.32857142857142857,0.33830845771144286,0.42857142857142944,0.5728155339805825,0.7075471698113207,0.34883720930232603,0.0,0.0,0.7016129032258065,0.31578947368421045,0.45054945054945045,0.5376344086021503,0.5806451612903226,0.15624999999999994,0.7500000000000001,0.22448979591836726,0.09090909090909091,0.26027397260273966,0.3965517241379311,0.5813953488372093,0.4186046511627907,0.5714285714285714,0.42857142857142855,0.5584415584415585,0.25161290322580643,0.5547905909351692,0.38596491228070207,0.23387096774193497,0.5783783783783785,0.2054794520547942,0.009009009009009266,0.31759656652360496,0.31343283582089604,0.3733333333333339,0.2941176470588235,0.36111111111111116,0.0,0.1967213114754102,0.23529411764705901,0.9230769230769238,0.32000000000000034,Orlando Magic*,,30,82,0.5121951219512195
22,,0.35294117647058726,0.5833333333333334,0.39583333333333326,0.6551724137931041,0.24285714285714294,0.24378109452736313,0.47619047619047616,0.7378640776699029,0.7547169811320754,0.58139534883721,0.8157894736842103,0.8924731182795699,0.6129032258064507,0.5526315789473685,0.6153846153846153,0.7956989247311823,0.7311827956989246,0.4062500000000001,0.725,0.5714285714285715,0.5818181818181817,0.8013698630136992,0.5172413793103448,0.7906976744186046,0.20930232558139536,0.6904761904761905,0.30952380952380953,0.6661255411255411,0.24516129032258063,0.6678141135972462,0.7105263157894728,0.38709677419354843,0.6756756756756757,0.684931506849314,0.8738738738738738,0.24034334763948498,0.6716417910447756,0.5600000000000008,0.588235294117647,0.7083333333333333,0.8111111111111112,0.14754098360655765,0.029411764705882245,0.7820512820512816,0.586666666666667,Philadelphia 76ers*,,30,82,0.6219512195121951
23,,0.6176470588235319,0.35000000000000026,0.31250000000000017,0.44827586206896497,0.07142857142857141,0.19900497512437812,0.0,0.7184466019417476,0.7594339622641509,0.5348837209302333,0.34210526315789486,0.3763440860215054,0.6774193548387096,0.07894736842105238,0.0,0.0,0.4086021505376342,0.9062499999999998,0.6749999999999999,0.7142857142857142,1.0,0.2739726027397261,0.1034482758620692,0.046511627906976744,0.9534883720930233,0.0,1.0,0.01461038961038959,1.0,0.044750430292599036,0.12280701754386009,0.7983870967741934,0.037837837837837895,0.5342465753424657,0.39639639639639646,0.21030042918454933,0.3432835820895528,0.32000000000000045,0.8529411764705882,0.1527777777777779,0.3777777777777775,0.6885245901639356,0.7352941176470588,0.0,0.986666666666667,Phoenix Suns,,30,82,0.23170731707317074
24,,0.5294117647058809,0.7166666666666662,0.6458333333333325,0.5862068965517248,0.2714285714285714,0.2686567164179104,0.47619047619047616,0.7961165048543691,0.8396226415094337,0.5116279069767449,0.5263157894736841,0.44086021505376355,0.9596774193548387,0.7894736842105265,0.5384615384615388,0.8172043010752686,0.31182795698924726,0.1875000000000001,0.65,0.3469387755102043,0.41818181818181765,0.7671232876712334,0.48275862068965525,0.8372093023255814,0.16279069767441862,0.7619047619047619,0.23809523809523808,0.7472943722943723,0.6838709677419356,0.7928858290304074,0.8947368421052629,0.42741935483870974,0.7621621621621623,0.342465753424657,0.3873873873873874,0.22746781115879802,0.5820895522388053,0.5066666666666674,0.352941176470588,1.0,0.4666666666666665,0.21311475409836103,0.0,0.6923076923076933,0.4400000000000001,Portland Trail Blazers*,,30,82,0.6463414634146342
25,,0.08823529411764264,0.8666666666666671,0.9062499999999993,0.5344827586206892,0.31428571428571433,0.22885572139303476,0.7777777777777769,0.8543689320388349,1.0,0.290697674418605,0.19736842105263155,0.3763440860215054,0.25,0.5789473684210527,0.3406593406593405,0.5376344086021503,0.5698924731182794,0.6875000000000001,0.5000000000000001,0.2653061224489797,0.5999999999999995,0.7328767123287676,0.24137931034482793,0.5116279069767442,0.4883720930232558,0.4523809523809524,0.5476190476190477,0.4594155844155844,0.7290322580645161,0.49225473321858865,0.5175438596491231,0.5080645161290324,0.4756756756756757,0.8904109589041082,0.2612612612612612,0.150214592274678,0.3731343283582079,0.45333333333333403,0.176470588235294,0.5138888888888891,0.09999999999999978,0.4918032786885237,0.764705882352941,0.38461538461538475,0.6,Sacramento Kings,,30,82,0.47560975609756095
26,,0.35294117647058726,0.7166666666666662,0.4166666666666669,0.775862068965517,0.11428571428571435,0.0,1.0,0.9029126213592232,0.9952830188679245,0.39534883720930286,0.28947368421052616,0.19354838709677424,1.0,0.1052631578947365,0.46153846153846156,0.4623655913978497,0.47311827956989244,0.0,0.5750000000000001,0.0,0.0,0.5616438356164388,0.931034482758621,0.7209302325581395,0.27906976744186046,0.6190476190476191,0.38095238095238093,0.610930735930736,0.6064516129032258,0.6419965576592084,0.7368421052631581,0.48387096774193583,0.6270270270270271,0.23287671232876714,0.1981981981981981,0.0,0.6417910447761205,0.5866666666666676,0.029411764705882245,0.22222222222222232,0.28888888888888853,0.4098360655737712,0.0,0.8846153846153857,0.10666666666666678,San Antonio Spurs*,,30,82,0.5853658536585366
27,,0.6176470588235319,0.7000000000000005,0.4895833333333324,0.7068965517241377,0.4714285714285714,0.42288557213930333,0.5873015873015873,0.650485436893204,0.6273584905660375,0.6976744186046521,0.35526315789473667,0.30107526881720437,0.8790322580645161,0.21052631578947345,0.47252747252747274,0.5161290322580647,0.5698924731182794,0.6875000000000001,0.725,0.38775510204081637,0.527272727272727,0.7465753424657541,0.6724137931034485,0.9534883720930233,0.046511627906976744,0.8809523809523809,0.11904761904761904,0.8495670995670996,0.14193548387096774,0.8537005163511188,0.7543859649122798,0.15322580645161232,0.8594594594594595,0.49315068493150727,0.28828828828828823,0.39914163090128746,0.7462686567164175,0.7066666666666662,0.4411764705882352,0.3472222222222221,0.3333333333333333,0.0983606557377051,0.6176470588235292,0.5897435897435892,0.37333333333333335,Toronto Raptors*,,30,82,0.7073170731707317
28,,0.17647058823529363,0.39999999999999974,0.20833333333333345,0.6034482758620686,0.42857142857142844,0.4328358208955224,0.42857142857142944,0.5048543689320389,0.49056603773584895,0.7209302325581405,0.5,0.6774193548387097,0.33064516129032256,0.31578947368421045,0.5604395604395603,0.6451612903225803,0.6344086021505376,0.6249999999999998,0.8750000000000001,0.6122448979591836,0.5454545454545454,0.5616438356164388,0.6724137931034485,0.7674418604651163,0.23255813953488372,0.8333333333333334,0.16666666666666666,0.8046536796536797,0.5483870967741936,0.8416523235800345,0.56140350877193,0.04032258064516132,0.8162162162162163,0.5068493150684927,0.7207207207207205,0.46351931330472074,0.6417910447761205,0.6399999999999995,0.7352941176470588,0.48611111111111094,0.5444444444444443,0.0655737704918034,0.411764705882353,1.0,0.35999999999999965,Utah Jazz*,,30,82,0.6097560975609756
29,,0.7941176470588255,0.6833333333333336,0.5937499999999991,0.6034482758620686,0.31428571428571433,0.3980099502487561,0.19047619047619135,0.7475728155339807,0.6981132075471695,0.7441860465116276,0.4473684210526313,0.5053763440860214,0.5887096774193549,0.23684210526315758,0.1538461538461541,0.2150537634408601,0.6666666666666667,0.6875000000000001,0.5499999999999999,0.4081632653061224,0.47272727272727233,0.7191780821917811,0.5344827586206898,0.3488372093023256,0.6511627906976745,0.35714285714285715,0.6428571428571429,0.3630952380952381,0.27096774193548384,0.34939759036144585,0.5789473684210519,0.7016129032258072,0.3837837837837838,0.657534246575343,0.45945945945945954,0.3605150214592273,0.5671641791044786,0.5466666666666675,0.411764705882353,0.26388888888888906,0.39999999999999974,0.7049180327868866,0.7352941176470588,0.20512820512820448,0.4933333333333331,Washington Wizards,,30,82,0.3902439024390244
